valid_datetime,load_power_kW,pv_power_kW
2020-12-06 00:30:00+00:00,3.2,0.0
2020-12-06 00:45:00+00:00,3.6,0.0
2020-12-06 01:00:00+00:00,4.0,0.0
2020-12-06 01:15:00+00:00,3.2,0.0
2020-12-06 01:30:00+00:00,3.6,0.0
2020-12-06 01:45:00+00:00,3.6,0.0
2020-12-06 02:00:00+00:00,3.2,0.0
2020-12-06 02:15:00+00:00,3.6,0.0
2020-12-06 02:30:00+00:00,3.2,0.0
2020-12-06 02:45:00+00:00,2.8,0.0
2020-12-06 03:00:00+00:00,3.6,0.0
2020-12-06 03:15:00+00:00,2.8,0.0
2020-12-06 03:30:00+00:00,3.2,0.0
2020-12-06 03:45:00+00:00,4.4,0.0
2020-12-06 04:00:00+00:00,3.2,0.0
2020-12-06 04:15:00+00:00,3.6,0.0
2020-12-06 04:30:00+00:00,3.2,0.0
2020-12-06 04:45:00+00:00,3.2,0.0
2020-12-06 05:00:00+00:00,4.0,0.0
2020-12-06 05:15:00+00:00,3.6,0.0
2020-12-06 05:30:00+00:00,2.8,0.0
2020-12-06 05:45:00+00:00,4.0,0.0
2020-12-06 06:00:00+00:00,4.4,0.0
2020-12-06 06:15:00+00:00,3.6,0.025
2020-12-06 06:30:00+00:00,3.6,0.08
2020-12-06 06:45:00+00:00,3.6,0.103
2020-12-06 07:00:00+00:00,4.0,0.056
2020-12-07 00:00:00+00:00,4.0,0.0
2020-12-07 00:15:00+00:00,4.0,0.0
2020-12-07 00:30:00+00:00,3.2,0.0
2020-12-07 00:45:00+00:00,4.4,0.0
2020-12-07 01:00:00+00:00,2.8,0.0
2020-12-07 01:15:00+00:00,4.8,0.0
2020-12-07 01:30:00+00:00,4.4,0.0
2020-12-07 01:45:00+00:00,4.8,0.0
2020-12-07 02:00:00+00:00,4.4,0.0
2020-12-07 02:15:00+00:00,4.8,0.0
2020-12-07 02:30:00+00:00,4.4,0.0
2020-12-07 02:45:00+00:00,3.6,0.0
2020-12-07 03:00:00+00:00,4.8,0.0
2020-12-07 03:15:00+00:00,4.4,0.0
2020-12-07 03:30:00+00:00,4.4,0.0
2020-12-07 03:45:00+00:00,4.8,0.0
2020-12-07 04:00:00+00:00,3.6,0.0
2020-12-07 04:15:00+00:00,4.0,0.0
2020-12-07 04:30:00+00:00,5.2,0.0
2020-12-07 04:45:00+00:00,4.4,0.0
2020-12-07 05:00:00+00:00,4.4,0.0
2020-12-07 05:15:00+00:00,4.4,0.0
2020-12-07 05:30:00+00:00,3.6,0.0
2020-12-07 05:45:00+00:00,4.8,0.03
2020-12-07 06:00:00+00:00,4.0,0.189
2020-12-07 06:15:00+00:00,4.8,0.198
2020-12-07 06:30:00+00:00,4.0,0.184
2020-12-07 06:45:00+00:00,4.0,0.133
2020-12-07 07:00:00+00:00,4.4,0.215
2020-12-07 07:15:00+00:00,4.8,0.077
2020-12-07 07:30:00+00:00,3.2,0.027
2020-12-07 07:45:00+00:00,4.4,0.0
2020-12-07 08:00:00+00:00,4.4,0.0
2020-12-07 08:15:00+00:00,4.0,0.0
2020-12-07 08:30:00+00:00,4.4,0.0
2020-12-07 08:45:00+00:00,5.6,0.0
2020-12-07 09:00:00+00:00,4.8,0.0
2020-12-07 09:15:00+00:00,5.6,0.0
2020-12-07 09:30:00+00:00,5.2,0.0
2020-12-07 09:45:00+00:00,5.2,0.0
2020-12-07 10:00:00+00:00,6.0,0.0
2020-12-07 10:15:00+00:00,5.2,0.0
2020-12-07 10:30:00+00:00,5.6,0.063
2020-12-07 10:45:00+00:00,8.0,0.091
2020-12-07 11:00:00+00:00,7.2,0.16
2020-12-07 11:15:00+00:00,7.6,0.175
2020-12-07 11:30:00+00:00,6.8,0.068
2020-12-07 11:45:00+00:00,6.8,0.185
2020-12-07 12:00:00+00:00,6.8,0.155
2020-12-07 12:15:00+00:00,7.6,0.275
2020-12-07 12:30:00+00:00,7.2,0.258
2020-12-07 12:45:00+00:00,7.2,6.475
2020-12-07 13:00:00+00:00,6.0,2.025
2020-12-07 13:15:00+00:00,6.4,2.173
2020-12-07 13:30:00+00:00,5.6,1.296
2020-12-07 13:45:00+00:00,6.8,0.723
2020-12-07 14:00:00+00:00,6.4,0.158
2020-12-07 14:15:00+00:00,5.6,0.334
2020-12-07 14:30:00+00:00,6.4,0.0
2020-12-07 14:45:00+00:00,6.4,0.0
2020-12-07 15:00:00+00:00,4.4,0.0
2020-12-07 15:15:00+00:00,5.6,0.0
2020-12-07 15:30:00+00:00,6.4,0.0
2020-12-07 15:45:00+00:00,5.6,0.0
2020-12-07 16:00:00+00:00,5.2,0.0
2020-12-07 16:15:00+00:00,2.8,0.0
2020-12-07 16:30:00+00:00,4.4,0.0
2020-12-07 16:45:00+00:00,3.2,0.0
2020-12-07 17:00:00+00:00,2.8,0.0
2020-12-07 17:15:00+00:00,4.4,0.0
2020-12-07 17:30:00+00:00,5.2,0.0
2020-12-07 17:45:00+00:00,4.4,0.0
2020-12-07 18:00:00+00:00,4.4,0.0
2020-12-07 18:15:00+00:00,4.8,0.0
2020-12-07 18:30:00+00:00,4.4,0.0
2020-12-07 18:45:00+00:00,4.8,0.0
2020-12-07 19:00:00+00:00,4.4,0.0
2020-12-07 19:15:00+00:00,5.2,0.0
2020-12-07 19:30:00+00:00,4.4,0.0
2020-12-07 19:45:00+00:00,4.4,0.0
2020-12-07 20:00:00+00:00,4.8,0.0
2020-12-07 20:15:00+00:00,4.0,0.0
2020-12-07 20:30:00+00:00,4.4,0.0
2020-12-07 20:45:00+00:00,4.8,0.0
2020-12-07 21:00:00+00:00,4.8,0.0
2020-12-07 21:15:00+00:00,4.4,0.0
2020-12-07 21:30:00+00:00,4.4,0.0
2020-12-07 21:45:00+00:00,4.4,0.0
2020-12-07 22:00:00+00:00,4.8,0.0
2020-12-07 22:15:00+00:00,4.4,0.0
2020-12-07 22:30:00+00:00,4.4,0.0
2020-12-07 22:45:00+00:00,4.8,0.0
2020-12-07 23:00:00+00:00,4.4,0.0
2020-12-07 23:15:00+00:00,4.4,0.0
2020-12-07 23:30:00+00:00,4.8,0.0
2020-12-07 23:45:00+00:00,5.2,0.0
2020-12-08 00:00:00+00:00,4.4,0.0
2020-12-08 00:15:00+00:00,4.4,0.0
2020-12-08 00:30:00+00:00,4.4,0.0
2020-12-08 00:45:00+00:00,5.2,0.0
2020-12-08 01:00:00+00:00,4.8,0.0
2020-12-08 01:15:00+00:00,4.4,0.0
2020-12-08 01:30:00+00:00,4.4,0.0
2020-12-08 01:45:00+00:00,4.4,0.0
2020-12-08 02:00:00+00:00,5.2,0.0
2020-12-08 02:15:00+00:00,4.8,0.0
2020-12-08 02:30:00+00:00,4.4,0.0
2020-12-08 02:45:00+00:00,4.4,0.0
2020-12-08 03:00:00+00:00,5.2,0.0
2020-12-08 03:15:00+00:00,4.4,0.0
2020-12-08 03:30:00+00:00,4.4,0.0
2020-12-08 03:45:00+00:00,4.8,0.0
2020-12-08 04:00:00+00:00,4.8,0.0
2020-12-08 04:15:00+00:00,4.8,0.0
2020-12-08 04:30:00+00:00,4.4,0.0
2020-12-08 04:45:00+00:00,4.4,0.0
2020-12-08 05:00:00+00:00,4.4,0.0
2020-12-08 05:15:00+00:00,5.2,0.0
2020-12-08 05:30:00+00:00,4.4,0.0
2020-12-08 05:45:00+00:00,4.4,0.0
2020-12-08 06:00:00+00:00,4.8,0.042
2020-12-08 06:15:00+00:00,5.2,0.141
2020-12-08 06:30:00+00:00,4.4,0.118
2020-12-08 06:45:00+00:00,4.8,0.45
2020-12-08 07:00:00+00:00,4.8,0.89
2020-12-09 09:45:00+00:00,7.6,1.205
2020-12-09 10:00:00+00:00,7.6,1.003
2020-12-09 10:15:00+00:00,7.6,1.188
2020-12-09 10:30:00+00:00,8.4,1.245
2020-12-09 10:45:00+00:00,7.6,2.554
2020-12-09 11:00:00+00:00,7.6,1.193
2020-12-09 11:15:00+00:00,7.6,2.559
2020-12-09 11:30:00+00:00,7.2,1.603
2020-12-09 11:45:00+00:00,7.6,1.067
2020-12-09 12:00:00+00:00,7.2,0.622
2020-12-09 12:15:00+00:00,7.2,1.128
2020-12-09 12:30:00+00:00,7.2,0.641
2020-12-09 12:45:00+00:00,7.6,0.501
2020-12-09 13:00:00+00:00,7.2,0.882
2020-12-09 13:15:00+00:00,6.8,0.616
2020-12-09 13:30:00+00:00,7.2,0.203
2020-12-09 13:45:00+00:00,7.6,0.239
2020-12-09 14:00:00+00:00,7.2,0.073
2020-12-09 14:15:00+00:00,7.2,0.0
2020-12-09 14:30:00+00:00,7.2,0.0
2020-12-09 14:45:00+00:00,6.8,0.0
2020-12-09 15:15:00+00:00,5.6,0.0
2020-12-09 15:30:00+00:00,5.6,0.0
2020-12-09 15:45:00+00:00,5.2,0.0
2020-12-09 16:00:00+00:00,5.6,0.0
2020-12-09 16:15:00+00:00,4.8,0.0
2020-12-09 16:30:00+00:00,5.2,0.0
2020-12-09 16:45:00+00:00,4.8,0.0
2020-12-09 17:00:00+00:00,5.6,0.0
2020-12-09 17:15:00+00:00,4.8,0.0
2020-12-09 17:30:00+00:00,5.2,0.0
2020-12-09 17:45:00+00:00,5.6,0.0
2020-12-09 18:00:00+00:00,5.2,0.0
2020-12-09 18:15:00+00:00,5.2,0.0
2020-12-09 18:30:00+00:00,6.0,0.0
2020-12-09 18:45:00+00:00,4.8,0.0
2020-12-09 19:00:00+00:00,5.2,0.0
2020-12-09 19:15:00+00:00,5.2,0.0
2020-12-09 19:30:00+00:00,4.8,0.0
2020-12-09 19:45:00+00:00,5.2,0.0
2020-12-09 20:00:00+00:00,5.2,0.0
2020-12-09 20:15:00+00:00,4.8,0.0
2020-12-09 20:30:00+00:00,4.8,0.0
2020-12-09 20:45:00+00:00,5.2,0.0
2020-12-09 21:00:00+00:00,5.2,0.0
2020-12-09 21:15:00+00:00,4.8,0.0
2020-12-09 21:30:00+00:00,5.6,0.0
2020-12-09 21:45:00+00:00,5.2,0.0
2020-12-09 22:00:00+00:00,5.2,0.0
2020-12-09 22:15:00+00:00,4.4,0.0
2020-12-09 22:30:00+00:00,5.6,0.0
2020-12-09 22:45:00+00:00,6.0,0.0
2020-12-09 23:00:00+00:00,4.8,0.0
2020-12-09 23:15:00+00:00,4.8,0.0
2020-12-09 23:30:00+00:00,5.6,0.0
2020-12-09 23:45:00+00:00,5.2,0.0
2020-12-10 00:00:00+00:00,5.2,0.0
2020-12-10 00:15:00+00:00,4.8,0.0
2020-12-10 00:30:00+00:00,4.8,0.0
2020-12-10 00:45:00+00:00,5.6,0.0
2020-12-10 01:00:00+00:00,5.2,0.0
2020-12-10 01:15:00+00:00,5.2,0.0
2020-12-10 01:30:00+00:00,4.8,0.0
2020-12-10 01:45:00+00:00,4.8,0.0
2020-12-10 02:00:00+00:00,5.2,0.0
2020-12-10 02:15:00+00:00,5.6,0.0
2020-12-10 02:30:00+00:00,5.6,0.0
2020-12-10 02:45:00+00:00,4.8,0.0
2020-12-10 03:00:00+00:00,4.8,0.0
2020-12-10 03:15:00+00:00,6.0,0.0
2020-12-10 03:30:00+00:00,4.8,0.0
2020-12-10 03:45:00+00:00,5.2,0.0
2020-12-10 04:00:00+00:00,5.2,0.0
2020-12-10 04:15:00+00:00,5.6,0.0
2020-12-10 04:30:00+00:00,5.2,0.0
2020-12-10 04:45:00+00:00,5.2,0.0
2020-12-10 05:00:00+00:00,4.8,0.0
2020-12-10 05:15:00+00:00,5.2,0.0
2020-12-10 05:30:00+00:00,5.6,0.0
2020-12-10 05:45:00+00:00,5.2,0.0
2020-12-10 06:00:00+00:00,5.6,0.0
2020-12-10 06:15:00+00:00,5.6,0.052
2020-12-10 06:30:00+00:00,6.4,0.163
2020-12-10 06:45:00+00:00,5.2,0.099
2020-12-10 07:00:00+00:00,5.2,0.133
2020-12-11 00:00:00+00:00,4.0,0.0
2020-12-11 00:15:00+00:00,4.0,0.0
2020-12-11 00:30:00+00:00,3.6,0.0
2020-12-11 00:45:00+00:00,3.2,0.0
2020-12-11 01:00:00+00:00,3.6,0.0
2020-12-11 01:15:00+00:00,4.0,0.0
2020-12-11 01:30:00+00:00,4.4,0.0
2020-12-11 01:45:00+00:00,3.2,0.0
2020-12-11 02:00:00+00:00,3.6,0.0
2020-12-11 02:15:00+00:00,4.4,0.0
2020-12-11 02:30:00+00:00,3.6,0.0
2020-12-11 02:45:00+00:00,4.8,0.0
2020-12-11 03:00:00+00:00,4.8,0.0
2020-12-11 03:15:00+00:00,4.0,0.0
2020-12-11 03:30:00+00:00,3.2,0.0
2020-12-11 03:45:00+00:00,3.6,0.0
2020-12-11 04:00:00+00:00,5.2,0.0
2020-12-11 04:15:00+00:00,4.0,0.0
2020-12-11 04:30:00+00:00,4.4,0.0
2020-12-11 04:45:00+00:00,3.6,0.0
2020-12-11 05:00:00+00:00,4.8,0.0
2020-12-11 05:15:00+00:00,4.0,0.0
2020-12-11 05:30:00+00:00,3.6,0.0
2020-12-11 05:45:00+00:00,4.8,0.0
2020-12-11 06:00:00+00:00,4.0,0.084
2020-12-11 06:15:00+00:00,4.4,0.254
2020-12-11 06:30:00+00:00,4.8,0.208
2020-12-11 06:45:00+00:00,4.4,0.428
2020-12-11 07:00:00+00:00,4.0,0.706
2020-12-11 07:15:00+00:00,4.4,0.893
2020-12-11 07:30:00+00:00,4.4,1.677
2020-12-11 07:45:00+00:00,4.4,1.862
2020-12-11 08:00:00+00:00,4.8,2.632
2020-12-11 08:15:00+00:00,4.8,2.479
2020-12-11 08:30:00+00:00,4.8,2.507
2020-12-11 08:45:00+00:00,4.8,2.197
2020-12-11 09:00:00+00:00,5.2,2.281
2020-12-11 09:15:00+00:00,4.8,2.078
2020-12-11 09:30:00+00:00,4.8,1.962
2020-12-11 09:45:00+00:00,6.0,2.214
2020-12-11 10:00:00+00:00,6.0,3.305
2020-12-11 10:15:00+00:00,6.0,2.445
2020-12-11 10:30:00+00:00,5.6,2.592
2020-12-11 10:45:00+00:00,6.0,2.559
2020-12-11 11:00:00+00:00,6.4,2.173
2020-12-11 11:15:00+00:00,5.6,4.193
2020-12-11 11:30:00+00:00,6.0,2.515
2020-12-11 11:45:00+00:00,6.0,2.356
2020-12-11 12:00:00+00:00,6.0,3.577
2020-12-11 12:15:00+00:00,6.0,3.355
2020-12-11 12:30:00+00:00,5.6,2.721
2020-12-11 12:45:00+00:00,5.6,3.87
2020-12-11 13:00:00+00:00,5.6,3.072
2020-12-11 13:15:00+00:00,4.8,2.084
2020-12-11 13:30:00+00:00,6.0,1.969
2020-12-11 13:45:00+00:00,5.6,0.559
2020-12-11 14:00:00+00:00,6.0,0.399
2020-12-11 14:15:00+00:00,5.6,0.122
2020-12-11 14:30:00+00:00,6.0,0.065
2020-12-11 14:45:00+00:00,5.6,0.0
2020-12-11 15:00:00+00:00,5.6,0.0
2020-12-11 15:15:00+00:00,6.8,0.0
2020-12-11 15:30:00+00:00,6.0,0.0
2020-12-11 15:45:00+00:00,6.4,0.0
2020-12-11 16:00:00+00:00,6.4,0.0
2020-12-11 16:15:00+00:00,5.6,0.0
2020-12-11 16:30:00+00:00,3.6,0.0
2020-12-11 16:45:00+00:00,3.6,0.0
2020-12-11 17:00:00+00:00,3.2,0.0
2020-12-11 17:15:00+00:00,3.2,0.0
2020-12-11 17:30:00+00:00,3.6,0.0
2020-12-11 17:45:00+00:00,4.0,0.0
2020-12-11 18:00:00+00:00,3.2,0.0
2020-12-11 18:15:00+00:00,3.2,0.0
2020-12-11 18:30:00+00:00,4.0,0.0
2020-12-11 18:45:00+00:00,4.4,0.0
2020-12-11 19:00:00+00:00,3.2,0.0
2020-12-11 19:15:00+00:00,4.0,0.0
2020-12-11 19:30:00+00:00,4.0,0.0
2020-12-11 19:45:00+00:00,4.4,0.0
2020-12-11 20:00:00+00:00,4.0,0.0
2020-12-11 20:15:00+00:00,3.6,0.0
2020-12-11 20:30:00+00:00,4.0,0.0
2020-12-11 20:45:00+00:00,3.6,0.0
2020-12-11 21:00:00+00:00,4.8,0.0
2020-12-11 21:15:00+00:00,4.4,0.0
2020-12-11 21:30:00+00:00,3.2,0.0
2020-12-11 21:45:00+00:00,3.6,0.0
2020-12-11 22:00:00+00:00,4.0,0.0
2020-12-11 22:15:00+00:00,3.6,0.0
2020-12-11 22:30:00+00:00,4.0,0.0
2020-12-11 22:45:00+00:00,3.6,0.0
2020-12-11 23:00:00+00:00,3.6,0.0
2020-12-11 23:15:00+00:00,4.0,0.0
2020-12-11 23:30:00+00:00,4.4,0.0
2020-12-11 23:45:00+00:00,4.4,0.0
2020-12-12 00:00:00+00:00,3.6,0.0
2020-12-12 00:15:00+00:00,4.0,0.0
2020-12-12 00:30:00+00:00,3.6,0.0
2020-12-12 00:45:00+00:00,4.4,0.0
2020-12-12 01:00:00+00:00,4.0,0.0
2020-12-12 01:15:00+00:00,4.0,0.0
2020-12-12 01:30:00+00:00,3.6,0.0
2020-12-12 01:45:00+00:00,4.4,0.0
2020-12-12 02:00:00+00:00,3.6,0.0
2020-12-12 02:15:00+00:00,3.6,0.0
2020-12-12 02:30:00+00:00,3.6,0.0
2020-12-12 02:45:00+00:00,4.0,0.0
2020-12-12 03:00:00+00:00,4.4,0.0
2020-12-12 03:15:00+00:00,4.0,0.0
2020-12-12 03:30:00+00:00,3.6,0.0
2020-12-12 03:45:00+00:00,4.0,0.0
2020-12-12 04:00:00+00:00,4.0,0.0
2020-12-12 04:15:00+00:00,4.0,0.0
2020-12-12 04:30:00+00:00,3.6,0.0
2020-12-12 04:45:00+00:00,3.6,0.0
2020-12-12 05:00:00+00:00,4.4,0.0
2020-12-12 05:15:00+00:00,3.6,0.0
2020-12-12 05:30:00+00:00,4.8,0.0
2020-12-12 05:45:00+00:00,3.2,0.0
2020-12-12 06:00:00+00:00,4.0,0.043
2020-12-12 06:15:00+00:00,5.2,0.12
2020-12-12 06:30:00+00:00,4.0,0.102
2020-12-12 06:45:00+00:00,4.8,0.172
2020-12-12 07:00:00+00:00,3.6,1.124
2020-12-13 00:00:00+00:00,3.2,0.0
2020-12-13 00:15:00+00:00,4.4,0.0
2020-12-13 00:30:00+00:00,4.0,0.0
2020-12-13 00:45:00+00:00,3.6,0.0
2020-12-13 01:00:00+00:00,3.2,0.0
2020-12-13 01:15:00+00:00,3.2,0.0
2020-12-13 01:30:00+00:00,3.6,0.0
2020-12-13 01:45:00+00:00,4.0,0.0
2020-12-13 02:00:00+00:00,4.4,0.0
2020-12-13 02:15:00+00:00,4.0,0.0
2020-12-13 02:30:00+00:00,4.0,0.0
2020-12-13 02:45:00+00:00,3.6,0.0
2020-12-13 03:00:00+00:00,3.6,0.0
2020-12-13 03:15:00+00:00,4.4,0.0
2020-12-13 03:30:00+00:00,3.6,0.0
2020-12-13 03:45:00+00:00,4.0,0.0
2020-12-13 04:00:00+00:00,3.2,0.0
2020-12-13 04:15:00+00:00,3.2,0.0
2020-12-13 04:30:00+00:00,4.4,0.0
2020-12-13 04:45:00+00:00,4.0,0.0
2020-12-13 05:00:00+00:00,3.2,0.0
2020-12-13 05:15:00+00:00,4.0,0.0
2020-12-13 05:30:00+00:00,3.2,0.0
2020-12-13 05:45:00+00:00,4.0,0.0
2020-12-13 06:00:00+00:00,4.4,0.1
2020-12-13 06:15:00+00:00,3.2,0.171
2020-12-13 06:30:00+00:00,4.0,0.295
2020-12-13 06:45:00+00:00,3.6,0.336
2020-12-13 07:00:00+00:00,3.2,0.47
2020-12-13 07:15:00+00:00,3.6,0.892
2020-12-13 07:30:00+00:00,4.0,0.912
2020-12-13 07:45:00+00:00,3.6,0.215
2020-12-13 08:00:00+00:00,3.6,1.293
2020-12-13 08:15:00+00:00,4.4,1.392
2020-12-13 08:30:00+00:00,3.6,0.959
2020-12-13 08:45:00+00:00,3.6,1.085
2020-12-13 09:00:00+00:00,3.2,0.706
2020-12-13 09:15:00+00:00,3.6,0.789
2020-12-13 09:30:00+00:00,4.0,1.302
2020-12-13 09:45:00+00:00,4.4,1.066
2020-12-13 10:00:00+00:00,3.2,1.45
2020-12-13 10:15:00+00:00,3.6,1.61
2020-12-13 10:30:00+00:00,3.6,1.913
2020-12-13 10:45:00+00:00,3.6,1.021
2020-12-13 11:00:00+00:00,3.6,0.964
2020-12-13 11:15:00+00:00,4.4,0.617
2020-12-13 11:30:00+00:00,3.2,0.203
2020-12-13 11:45:00+00:00,3.6,0.46
2020-12-13 12:00:00+00:00,3.2,0.128
2020-12-13 12:15:00+00:00,3.6,0.158
2020-12-13 12:30:00+00:00,4.4,0.383
2020-12-13 12:45:00+00:00,3.6,0.348
2020-12-13 13:00:00+00:00,3.6,0.435
2020-12-13 13:15:00+00:00,3.2,0.622
2020-12-13 13:30:00+00:00,3.2,0.758
2020-12-13 13:45:00+00:00,4.0,0.165
2020-12-13 14:00:00+00:00,3.6,0.199
2020-12-13 14:15:00+00:00,3.2,0.175
2020-12-13 14:30:00+00:00,3.2,0.03
2020-12-13 14:45:00+00:00,4.0,0.018
2020-12-13 15:00:00+00:00,3.6,0.0
2020-12-13 15:15:00+00:00,3.6,0.0
2020-12-13 15:30:00+00:00,3.6,0.0
2020-12-13 15:45:00+00:00,3.6,0.0
2020-12-13 16:00:00+00:00,3.6,0.0
2020-12-13 16:15:00+00:00,3.6,0.0
2020-12-13 16:30:00+00:00,3.2,0.0
2020-12-13 16:45:00+00:00,4.0,0.0
2020-12-13 17:00:00+00:00,3.6,0.0
2020-12-13 17:15:00+00:00,3.6,0.0
2020-12-13 17:30:00+00:00,4.0,0.0
2020-12-13 17:45:00+00:00,3.2,0.0
2020-12-13 18:00:00+00:00,3.6,0.0
2020-12-13 18:15:00+00:00,3.6,0.0
2020-12-13 18:30:00+00:00,4.4,0.0
2020-12-13 18:45:00+00:00,4.0,0.0
2020-12-13 19:00:00+00:00,3.6,0.0
2020-12-13 19:15:00+00:00,3.2,0.0
2020-12-13 19:30:00+00:00,4.4,0.0
2020-12-13 19:45:00+00:00,3.6,0.0
2020-12-13 20:00:00+00:00,4.0,0.0
2020-12-13 20:15:00+00:00,3.2,0.0
2020-12-13 20:30:00+00:00,3.6,0.0
2020-12-13 20:45:00+00:00,4.4,0.0
2020-12-13 21:00:00+00:00,3.2,0.0
2020-12-13 21:15:00+00:00,3.6,0.0
2020-12-13 21:30:00+00:00,4.0,0.0
2020-12-13 21:45:00+00:00,3.6,0.0
2020-12-13 22:00:00+00:00,3.6,0.0
2020-12-13 22:15:00+00:00,4.0,0.0
2020-12-13 22:30:00+00:00,4.0,0.0
2020-12-13 22:45:00+00:00,3.6,0.0
2020-12-13 23:00:00+00:00,3.2,0.0
2020-12-13 23:15:00+00:00,4.8,0.0
2020-12-13 23:30:00+00:00,3.2,0.0
2020-12-13 23:45:00+00:00,3.6,0.0
2020-12-14 00:00:00+00:00,4.0,0.0
2020-12-14 00:15:00+00:00,5.2,0.0
2020-12-14 00:30:00+00:00,3.6,0.0
2020-12-14 00:45:00+00:00,4.0,0.0
2020-12-14 01:00:00+00:00,3.6,0.0
2020-12-14 01:15:00+00:00,4.0,0.0
2020-12-14 01:30:00+00:00,3.6,0.0
2020-12-14 01:45:00+00:00,4.0,0.0
2020-12-14 02:00:00+00:00,3.6,0.0
2020-12-14 02:15:00+00:00,4.8,0.0
2020-12-14 02:30:00+00:00,4.8,0.0
2020-12-14 02:45:00+00:00,4.8,0.0
2020-12-14 03:00:00+00:00,4.4,0.0
2020-12-14 03:15:00+00:00,4.8,0.0
2020-12-14 03:30:00+00:00,5.2,0.0
2020-12-14 03:45:00+00:00,4.4,0.0
2020-12-14 04:00:00+00:00,4.0,0.0
2020-12-14 04:15:00+00:00,4.4,0.0
2020-12-14 04:30:00+00:00,4.8,0.0
2020-12-14 04:45:00+00:00,4.8,0.0
2020-12-14 05:00:00+00:00,4.8,0.0
2020-12-14 05:15:00+00:00,4.8,0.0
2020-12-14 05:30:00+00:00,4.8,0.0
2020-12-14 05:45:00+00:00,4.8,0.0
2020-12-14 06:00:00+00:00,4.0,0.0
2020-12-14 06:15:00+00:00,4.8,0.0
2020-12-14 06:30:00+00:00,5.2,0.0
2020-12-14 06:45:00+00:00,4.4,0.042
2020-12-14 07:00:00+00:00,4.8,0.071
2020-12-15 00:00:00+00:00,7.2,0.0
2020-12-15 00:15:00+00:00,6.8,0.0
2020-12-15 00:30:00+00:00,6.4,0.0
2020-12-15 00:45:00+00:00,6.8,0.0
2020-12-15 01:00:00+00:00,7.2,0.0
2020-12-15 01:15:00+00:00,6.8,0.0
2020-12-15 01:30:00+00:00,6.8,0.0
2020-12-15 01:45:00+00:00,6.4,0.0
2020-12-15 02:00:00+00:00,6.8,0.0
2020-12-15 02:15:00+00:00,7.2,0.0
2020-12-15 02:30:00+00:00,6.8,0.0
2020-12-15 02:45:00+00:00,6.8,0.0
2020-12-15 03:00:00+00:00,6.8,0.0
2020-12-15 03:15:00+00:00,6.8,0.0
2020-12-15 03:30:00+00:00,7.2,0.0
2020-12-15 03:45:00+00:00,6.8,0.0
2020-12-15 04:00:00+00:00,6.8,0.0
2020-12-15 04:15:00+00:00,6.8,0.0
2020-12-15 04:30:00+00:00,6.8,0.0
2020-12-15 04:45:00+00:00,7.2,0.0
2020-12-15 05:00:00+00:00,6.8,0.0
2020-12-15 05:15:00+00:00,6.8,0.0
2020-12-15 05:30:00+00:00,6.8,0.0
2020-12-15 05:45:00+00:00,7.2,0.0
2020-12-15 06:00:00+00:00,6.8,0.0
2020-12-15 06:15:00+00:00,6.8,0.0
2020-12-15 06:30:00+00:00,6.8,0.0
2020-12-15 06:45:00+00:00,8.0,0.145
2020-12-15 07:00:00+00:00,6.8,0.172
2020-12-15 07:15:00+00:00,6.8,0.265
2020-12-15 07:30:00+00:00,6.8,0.311
2020-12-15 07:45:00+00:00,7.2,0.393
2020-12-15 08:00:00+00:00,6.8,0.664
2020-12-15 08:15:00+00:00,6.8,0.463
2020-12-15 08:30:00+00:00,7.6,0.595
2020-12-15 08:45:00+00:00,7.2,0.236
2020-12-15 09:00:00+00:00,7.6,0.746
2020-12-15 09:15:00+00:00,7.2,0.905
2020-12-15 09:30:00+00:00,8.0,0.952
2020-12-15 09:45:00+00:00,7.2,1.277
2020-12-15 10:00:00+00:00,7.6,1.455
2020-12-15 10:15:00+00:00,7.6,1.813
2020-12-15 10:30:00+00:00,7.6,1.974
2020-12-15 10:45:00+00:00,7.6,1.982
2020-12-15 11:00:00+00:00,8.0,1.785
2020-12-15 11:15:00+00:00,8.0,1.809
2020-12-15 11:30:00+00:00,8.4,1.707
2020-12-15 11:45:00+00:00,8.0,1.76
2020-12-15 12:00:00+00:00,7.6,1.742
2020-12-15 12:15:00+00:00,7.6,1.918
2020-12-15 12:30:00+00:00,8.0,3.29
2020-12-15 12:45:00+00:00,7.6,2.008
2020-12-15 13:00:00+00:00,7.6,3.77
2020-12-15 13:15:00+00:00,7.6,3.36
2020-12-15 13:30:00+00:00,8.4,2.914
2020-12-15 13:45:00+00:00,8.0,2.371
2020-12-15 14:00:00+00:00,7.6,1.823
2020-12-15 14:15:00+00:00,8.0,1.286
2020-12-15 14:30:00+00:00,7.6,0.747
2020-12-15 14:45:00+00:00,8.0,0.241
2020-12-15 15:00:00+00:00,7.2,0.0
2020-12-15 15:15:00+00:00,6.8,0.0
2020-12-15 15:30:00+00:00,7.2,0.0
2020-12-15 15:45:00+00:00,7.2,0.0
2020-12-15 16:00:00+00:00,6.4,0.0
2020-12-15 16:15:00+00:00,6.8,0.0
2020-12-15 16:30:00+00:00,6.8,0.0
2020-12-15 16:45:00+00:00,7.2,0.0
2020-12-15 17:00:00+00:00,6.4,0.0
2020-12-15 17:15:00+00:00,6.8,0.0
2020-12-15 17:30:00+00:00,7.2,0.0
2020-12-15 17:45:00+00:00,6.4,0.0
